group,image,species,length,width,area,avg rgb,avg hsv
1,6,horse_mackerel,432.0764405011738,76.6550715869472,22229.0,"[58.37615771368087, 68.75196260033519, 73.3294963394196]","[33.06915409720384, 63.01958189997354, 74.87942136367646]"
1,6,whiting,438.1833898957502,93.30058949438636,25758.0,"[117.50284514034753, 120.59667748711094, 126.28363566927631]","[54.15268283368341, 28.984418560244414, 127.63670040099294]"
1,6,haddock,396.7234961129722,81.93289937503738,22225.0,"[83.39855873380786, 90.82054909589283, 101.38564923294575]","[19.180025642159247, 50.17900879791326, 101.39754188956188]"
1,6,haddock,388.668671095894,87.66413177577246,21718.0,"[92.08334842448389, 98.72795182904744, 109.99606120970662]","[18.275081492212966, 45.04491126403477, 109.99714777254619]"
1,6,horse_mackerel,461.7483202701538,85.58621384311844,25758.0,"[77.76189567672759, 84.97058037928798, 88.32567634601442]","[40.37051169534857, 48.06528790017934, 91.51547296523829]"
1,6,whiting,461.25620459508207,106.01886624558855,31537.0,"[104.04441945459656, 106.2701402555212, 107.73182769499891]","[55.14428513416424, 46.31140474182364, 114.3188079842564]"
1,6,haddock,409.3289689103392,80.4114419718985,23731.5,"[104.71002070393375, 110.53809523809524, 119.97122153209109]","[46.01209109730849, 35.95511387163561, 120.08790890269151]"
1,6,whiting,482.806569717744,112.43220179290272,35173.0,"[97.19971929824561, 105.53361403508772, 114.35174736842106]","[18.761150877192982, 42.61816140350877, 114.3768701754386]"
1,7,horse_mackerel,435.9144964964349,72.12489168102785,21946.5,"[57.62701007838746, 66.45500559910414, 73.09939529675252]","[23.259619260918253, 58.20273236282195, 73.47601343784994]"
1,7,whiting,443.681542795669,95.85927185202274,28060.0,"[113.13736225170211, 117.71162349968414, 123.46409770477996]","[39.903699024356, 33.616515757703375, 124.80395872815329]"
1,7,haddock,423.2199569375555,89.26925562588724,24536.0,"[102.5391272989542, 107.00909564450855, 116.12293144208037]","[32.444524582281524, 36.00717233641864, 116.25880514484913]"
1,7,haddock,398.2798125578812,89.05054744357274,22239.5,"[104.41146040588937, 107.6145819516293, 115.67259141353848]","[43.83216164831764, 34.90989079011363, 116.34381217668125]"
1,7,horse_mackerel,442.53697606560087,74.62573282722254,22085.5,"[56.380973549677705, 62.24383196265837, 61.9434985552345]","[45.71669259835519, 45.371104689931094, 64.80502333851967]"
1,7,haddock,405.6160106911515,76.94153624668537,22231.0,"[85.66008742879852, 91.68357839890493, 99.44548946880381]","[22.004989623349672, 40.41784783856581, 99.47670773170839]"
1,7,whiting,480.82043539434665,104.00480758118827,32981.0,"[120.13100724160633, 122.74447902328086, 125.4007720390209]","[58.362499251900175, 38.907864025375545, 130.489616374409]"
1,7,whiting,507.6162409032845,107.35455276791944,36103.5,"[99.83092856752474, 108.00685904793136, 118.61903590752583]","[18.474148767557523, 44.46420178171285, 118.62174126906051]"
1,8,horse_mackerel,422.8487374446981,78.39005038906404,21687.5,"[62.94949494949495, 74.88268333559813, 81.86343253159397]","[24.76835620781809, 63.69271187208407, 82.3716990533134]"
1,8,whiting,446.540622677508,96.0260381354974,28179.0,"[107.51716550832955, 110.92536583662208, 118.73471169629448]","[53.82820521775574, 44.61072887926518, 121.0012223658017]"
1,8,whiting,503.8640571894828,109.45775440780794,36660.0,"[101.43084534308453, 107.77933426543342, 117.39981716498171]","[21.8207410195741, 39.80321036782104, 117.43810496881049]"
1,8,haddock,395.54493004067865,85.0,22729.5,"[97.17930079612323, 102.80919003115265, 113.48965905157493]","[19.633004499826928, 45.427310488058154, 113.52431637244722]"
1,8,haddock,386.75968355427057,84.72307831990054,21228.5,"[91.57674849467347, 99.40991199629458, 109.28545622973598]","[15.763177396943028, 45.382121352478, 109.28930060213061]"
1,8,horse_mackerel,451.1334129564236,82.0,24999.5,"[70.46103717661838, 79.70348996977191, 83.55297766262316]","[33.83292113217917, 50.848113689004045, 85.34236250147215]"
1,8,whiting,491.8839991770478,105.30906893520614,34031.5,"[107.81571854985945, 111.60636972208538, 119.65983713449445]","[50.553481902222735, 37.28837627148115, 120.60909380705364]"
1,8,haddock,402.9352032271343,75.59100475585703,23043.0,"[97.48173438033459, 104.191618299761, 111.77078354387163]","[18.368939911232502, 39.86829976101058, 111.97298566063503]"
1,9,horse_mackerel,436.66171239684274,75.45197147855052,21514.0,"[58.589344411979546, 68.88207633308984, 76.65074872169467]","[23.489088750913076, 64.09637509130752, 77.05798027757487]"
1,9,whiting,440.75569468912255,100.00499987500623,28515.5,"[103.90870723354205, 109.82305323969973, 120.51264399626388]","[34.37288546026914, 47.18158231570208, 120.94465008475456]"
1,9,whiting,494.8474245401905,119.26860441876563,38004.5,"[109.6692907248636, 115.97459080280592, 122.64822031696545]","[33.589217978695764, 30.662587685113017, 122.8687191478306]"
1,9,haddock,403.29959710190025,84.48076704197234,23670.0,"[99.02789886660854, 105.27815834267447, 116.99763357827874]","[20.473367376593185, 44.871673516834804, 117.01436459500975]"
1,9,haddock,385.05840324546944,82.02438661763951,20810.5,"[105.99042588312975, 112.48337499410461, 120.04546526434939]","[22.342498703013725, 34.801584681413004, 120.09107201811065]"
1,9,horse_mackerel,453.1301009019368,81.2219182240853,24059.0,"[72.9294040922801, 84.79294040922801, 90.23518382652645]","[24.500896714763186, 53.84124072715415, 90.64237384853672]"
1,9,whiting,492.4251168833792,109.07336980216571,34243.0,"[118.58752266121839, 121.60424160455814, 128.79120025323013]","[58.49687778768956, 35.27958907657334, 130.38200339558574]"
1,9,haddock,417.7942029726099,85.61541917201598,24830.0,"[111.39477227722772, 115.8339405940594, 125.3200396039604]","[35.749386138613865, 31.5339801980198, 125.52245544554455]"
1,10,horse_mackerel,418.4164276174925,69.26037828369117,19577.5,"[52.80098955470039, 60.71397870958069, 65.03368484182118]","[34.1950622220001, 57.53875755909841, 66.41856164725873]"
1,10,whiting,448.9590414167753,98.73196037757988,28871.0,"[104.26817623789387, 109.22548083481108, 120.02601964261356]","[41.720331469103805, 42.87771108989224, 120.26159459828128]"
1,10,whiting,519.2892560685674,116.70903992407786,40809.5,"[111.98735034466078, 116.15082839521104, 124.23120087072198]","[45.644842181642275, 31.53646148264603, 124.64126254686177]"
1,10,haddock,399.7397694243554,84.29116205154607,22319.5,"[80.96158922914466, 88.17023055262231, 97.33276135163675]","[19.03638683562126, 49.13063181978177, 97.38071981696585]"
1,10,haddock,390.1963895405081,85.44003745317531,22192.5,"[104.8669531699969, 110.9702715874352, 118.87187098489211]","[22.55106109609676, 33.72415931948075, 118.89123211200213]"
1,10,horse_mackerel,445.48646615583846,77.52418977325722,22760.0,"[67.91543959355894, 76.00383191251184, 77.25226039783001]","[32.3934814432102, 41.14625850340136, 78.38250236803582]"
1,10,whiting,486.0873914679929,107.83784122468327,33638.0,"[94.16654453791365, 100.91280007034617, 111.65662279801859]","[24.841838379693407, 48.408974997801685, 111.67019374505378]"
1,10,haddock,405.9404613319606,77.3692445355388,22253.0,"[90.45095097303738, 96.21706897312563, 103.50933321565685]","[27.293146816115794, 36.53819337187238, 103.56992189223776]"
1,11,horse_mackerel,428.519896993592,75.71657678474378,21478.0,"[57.957367000594665, 69.45299849046246, 76.77791500846256]","[23.48277754905997, 67.16238964365766, 77.2114724852477]"
1,11,whiting,445.8035580993986,99.29753269845128,27944.0,"[102.1614779818778, 107.84398688432113, 117.38574903924126]","[36.80160772837852, 47.78352078412016, 118.0788351020696]"
1,11,whiting,517.7619183620806,116.0172400981854,41457.5,"[106.10667777645519, 111.78483513867397, 121.58409713129389]","[31.1094869658374, 38.92558028806094, 121.67411022497322]"
1,11,haddock,401.72297827456543,84.29116205154607,22883.5,"[94.99828296703296, 101.0127918956044, 112.71102335164835]","[22.12564388736264, 46.74459134615385, 112.74330357142857]"
1,11,haddock,391.3718573376853,84.8999411071645,22246.5,"[102.30402265787494, 107.26698234278886, 117.41753330088065]","[27.036243749170243, 40.18099747754127, 117.49780944373147]"
1,11,horse_mackerel,456.1730326446235,76.0,22574.5,"[54.27935626599575, 61.067409881577234, 62.59363206524097]","[36.28729449529345, 40.847134863141456, 63.72879885481282]"
1,11,whiting,491.5679073802776,111.50336317797772,35152.0,"[111.05905312815905, 114.96613501067056, 123.61892058856566]","[47.22312703583062, 32.55239806806694, 124.13442098169156]"
1,11,haddock,408.135373482918,80.15609770940699,23943.0,"[110.7603716952428, 115.25044200485178, 123.56880884832039]","[53.972821841207185, 30.20422679988487, 123.86053205049134]"
1,13,cod,422.20494738095954,87.45856161634491,25529.5,"[56.94029793146033, 62.766131522074716, 74.01547545538746]","[17.890243902439025, 64.58907070083359, 74.14518369867243]"
1,13,hake,486.886962058944,76.53757247260981,25926.0,"[90.82359627187998, 95.58517087216792, 103.14855649011139]","[25.43032507388043, 35.584413124194896, 103.17738880048496]"
1,13,cod,381.9314996447733,69.46221994724903,18188.0,"[70.5065144826101, 77.25078066113923, 88.67373748250242]","[12.618714331861742, 62.26682459351782, 88.67874448153333]"
1,13,hake,493.3192274637464,90.60353193998566,29357.0,"[96.13309388741567, 97.83981739451512, 100.27236413681985]","[58.52280890201739, 24.331106710080224, 101.68215232788425]"
1,13,haddock,388.18698926821526,70.83078426785913,20099.5,"[100.27929906770147, 108.05296041392103, 114.95382437643383]","[20.816127300239177, 36.39307853760921, 115.03358227168448]"
1,13,whiting,416.513873260721,89.27485648266257,23056.5,"[133.8364055299539, 134.476318484383, 134.6384621949138]","[63.81536951698242, 28.567204301075268, 140.8316692268305]"
1,13,whiting,439.6404381232795,93.60555539069249,28595.0,"[97.66833080842859, 104.15294036634073, 110.17917642198044]","[41.09148188954689, 53.3727448009916, 112.80192122297204]"
1,13,hake,406.07011733088746,64.76109943476871,17810.0,"[118.52786777222558, 122.0777002910329, 128.64971720388775]","[45.13815825599912, 26.263686782713744, 129.81582559991213]"
1,14,cod,433.0648830022692,84.2140130857092,24636.5,"[51.187126106724094, 57.58682300390843, 64.76876445720667]","[20.945601020977904, 61.89746350801627, 65.05695142378559]"
1,14,hake,479.6042117109907,76.48529270389177,25198.5,"[105.078828125, 110.3333984375, 116.9128125]","[25.5197265625, 33.208203125, 117.323828125]"
1,14,cod,368.7045016530009,64.5600495662759,16584.5,"[75.56195421288648, 79.53611045551098, 86.13305404767524]","[33.60785933443474, 46.36771300448431, 87.04130280859098]"
1,14,hake,507.8247075890674,88.50988645343524,29280.0,"[91.62184337065806, 92.96196913144355, 96.60284474931908]","[58.6222132553213, 28.573455731530988, 98.17767914186759]"
1,14,haddock,387.23739462347714,71.17583859709698,20859.5,"[106.40356083086053, 109.29890254816071, 115.16833874994113]","[48.106683623004095, 33.06471668786209, 116.64754368611935]"
1,14,whiting,442.19714030485454,87.02298546935747,24708.5,"[121.6727330525312, 124.48672812524835, 132.12544703170946]","[56.49503298100612, 33.84550584121434, 133.4930064372566]"
1,14,whiting,459.6865437013291,95.08417323613853,30738.0,"[104.69358403536307, 110.8706236586694, 121.00182581120471]","[36.69371216246517, 43.026394183029566, 121.01226817002467]"
1,14,hake,399.2459369222141,62.03224967708329,17576.0,"[88.93893554307324, 93.5121517156999, 97.86769367665869]","[31.328402202324675, 30.162616094766697, 98.02380290306435]"
1,15,cod,434.56469335607005,96.38464608017192,27840.0,"[64.2434985670311, 69.18458762339455, 78.73251247213672]","[26.05388670700209, 51.02267982875137, 79.02526271096487]"
1,15,hake,482.11430394131855,76.55063683601855,25483.0,"[88.83555521306927, 93.38059643985513, 101.00539415889651]","[28.997418509670958, 37.27552593049241, 101.13200277413885]"
1,15,cod,386.85817975891416,69.12307863514182,18614.0,"[72.31568421052631, 77.30694736842105, 87.07957894736842]","[24.54936842105263, 51.93521052631579, 87.17536842105262]"
1,15,hake,501.5543645428031,88.64536084872124,29202.5,"[71.63433187478964, 75.7933692359475, 83.1455738808482]","[28.0613261528105, 42.009929316728375, 83.17088522383035]"
1,15,haddock,390.3376121405431,74.16872656315464,20827.5,"[91.16880975931421, 96.91823277283218, 106.31058358061325]","[18.692854787810276, 45.32297112712543, 106.31105458998634]"
1,15,whiting,442.619309995077,86.97700845625813,24745.0,"[124.94479965053016, 128.56395695166992, 133.68460347087088]","[46.28878916643501, 22.38429768476232, 134.35776974703148]"
1,15,whiting,444.489406929507,93.00537618869136,28518.5,"[85.1562391980643, 94.18707224334601, 105.4451434497062]","[13.874317317663325, 57.309367438645005, 105.44828897338402]"
1,15,hake,399.62432121447097,62.43396511515186,18170.5,"[98.68131274964914, 103.05646118967937, 109.94305300658534]","[34.17170463132894, 29.88594407859225, 110.10811832019864]"
1,16,cod,434.7925882866634,86.33075929238663,24924.5,"[57.517952967171716, 63.89413667929293, 73.02146464646465]","[16.233230744949495, 60.35669191919192, 73.08278093434343]"
1,16,hake,481.2297794443549,70.57619995437555,24887.0,"[109.2982622059345, 112.69669385664184, 116.7728651928912]","[43.57693974859124, 25.128817433108722, 117.94313748670055]"
1,16,cod,377.2704601660653,65.7875368135941,17226.0,"[66.70160877721563, 73.59069978966517, 85.47370814621114]","[15.189983514297083, 60.80575294184526, 85.47916548234893]"
1,16,hake,508.6032890865131,90.19977827023745,30123.0,"[85.93560915113737, 88.91827942952254, 95.30025129728142]","[39.07963186580073, 32.17760516954407, 95.69126333996932]"
1,16,haddock,393.3538583376686,74.24957912338628,20973.5,"[103.10476726198847, 108.06567290113908, 113.81418459663432]","[32.78779355927436, 29.868888576384006, 114.34247410115783]"
1,16,whiting,432.9361932749087,86.83317338436964,23500.0,"[132.848150008371, 134.51142641888498, 138.42378201908588]","[62.76732797589151, 25.26586305039344, 141.21505106311736]"
1,16,whiting,436.0334704596827,91.13725912051558,28034.0,"[88.90654828747894, 98.64981049971927, 108.58555586749017]","[16.164373947220664, 50.75828186412128, 108.59292532285232]"
1,16,hake,407.0800576660292,59.033888572581766,17662.0,"[117.23145433423687, 121.59860596337887, 125.53935940698125]","[36.305636997289376, 23.924766277590308, 126.48608729324556]"
1,17,cod,444.2445011323613,98.79271228182776,28412.0,"[68.5599154216784, 73.59804499289403, 82.21078720232937]","[25.216541301258275, 50.40788242226767, 82.76942008388505]"
1,17,hake,473.92961329192633,75.17978451685,24944.5,"[91.08850882723833, 98.56352459016394, 106.04768284993695]","[22.130201765447666, 39.18789407313997, 106.13043820933166]"
1,17,cod,381.19364777015664,72.56721022610694,18516.0,"[74.44653156251654, 80.39689930684163, 92.69273506534738]","[15.563098576644267, 58.504100746071224, 92.71098999947087]"
1,17,hake,496.98999104521465,89.80534505250787,28467.5,"[74.0738299047356, 78.87101339224078, 85.12584564407014]","[23.38985917437526, 35.02174513323209, 85.17378848543422]"
1,17,haddock,379.9851384231197,75.32595834106593,19731.5,"[85.01520572450805, 92.65320015901412, 100.5596799840986]","[20.108725899423575, 43.477986483800436, 100.58079904591533]"
1,17,whiting,451.2543256868957,91.2414379544733,26113.0,"[118.79365976855516, 121.88156357194013, 129.50804779675073]","[52.48927588676543, 33.87123525198839, 130.84560292510082]"
1,17,whiting,446.84052935680415,91.92388155425118,29049.0,"[93.68820158035744, 101.29958964967612, 112.28595652321361]","[26.3678909349883, 51.18323328924611, 112.35256214603045]"
1,17,hake,396.90550922167233,63.60031446463138,18457.0,"[100.00877053101578, 104.39754425131558, 108.7905703502897]","[29.408068888534523, 30.64875352150109, 109.15313878700898]"
1,18,cod,435.50528988176825,78.02563681252464,23506.0,"[51.669937369519836, 57.938455114822546, 64.10208768267223]","[21.21795407098121, 56.708768267223384, 64.49394572025052]"
1,18,hake,488.9462248187992,78.29431652425353,26706.0,"[101.64354648592898, 105.14435685870046, 111.18141299543244]","[37.42216737881243, 29.062803889789304, 111.66675261529394]"
1,18,cod,381.69307413147465,71.80529228406496,18224.5,"[71.18042040750497, 78.91882156873287, 89.7377560346218]","[14.120853717542067, 62.39089296274394, 89.74307832912208]"
1,18,hake,502.2747504642068,90.4267659490264,29767.0,"[83.4079648066682, 88.12883273244468, 95.4816260377733]","[21.327456752555154, 35.15678232395065, 95.56296100287766]"
1,18,haddock,384.51282961059496,74.96665925596525,20450.0,"[101.39380679905756, 110.29504255421455, 118.64629513872192]","[18.005721979131607, 40.30470740972255, 118.65004567966534]"
1,18,whiting,440.0092830971384,89.35882720806042,24731.0,"[119.94548125794155, 123.32631829733164, 127.5485625794155]","[49.01747141041931, 38.169591804320206, 131.49837198221093]"
1,18,whiting,449.8002754535919,88.05112151472007,26882.5,"[125.87057619186896, 128.60448961684702, 133.3342351564785]","[59.424429657794676, 25.189858145656626, 135.06226235741445]"
1,18,hake,395.6234986461846,61.1310068623117,17083.5,"[89.80836097449388, 94.31305044035228, 99.01898661786572]","[28.32757634679172, 30.743795036028825, 99.12867436806589]"
1,19,cod,442.7497578268061,95.1892851112981,28115.5,"[69.64727298186655, 75.03840229643632, 85.09339774557166]","[20.1622908352587, 53.38423300427081, 85.15924525659875]"
1,19,hake,468.341756815389,73.97972695272672,24601.5,"[100.9344209980454, 107.0698472216682, 113.41609158721927]","[24.24524312896406, 32.75028920180302, 113.5359607483346]"
1,19,cod,386.6654462282932,67.35725647619564,17684.0,"[72.6519740849438, 78.90658397474944, 92.09513262085387]","[14.470125699097403, 59.81748712553298, 92.0957971094745]"
1,19,hake,493.5935619503706,90.21086409075129,29475.5,"[83.59652877637696, 89.07908905460991, 95.3221415911447]","[20.808280105675017, 34.776443835066715, 95.33742433869512]"
1,19,haddock,378.7746228613726,74.96665925596525,20361.0,"[102.50289687137891, 109.40469293163383, 115.35037659327926]","[26.57599459250676, 31.63209733487833, 115.46446504441869]"
1,19,whiting,451.7266054327423,90.13878188659972,25995.0,"[109.79534795763993, 113.45465204236007, 121.58767019667171]","[42.80155068078669, 36.683963691376704, 122.30525718608169]"
1,19,whiting,459.76020496146026,93.14504817756014,29843.0,"[96.74753373585403, 103.92536870236563, 114.51684318189317]","[24.6796001187766, 44.25962585370682, 114.56788412682701]"
1,19,hake,396.66083347924166,66.60330322138685,18215.0,"[96.98674711776748, 103.27534748410731, 108.26958301907122]","[23.423607369895485, 35.50307078978558, 108.45738605753691]"
1,20,cod,426.812443529948,82.09750300709517,23545.0,"[56.334014342895266, 61.9410440293529, 72.59819046030687]","[15.475483655770514, 61.08955970647098, 72.61357571714477]"
1,20,cod,384.6592492635779,73.53910524340094,19163.5,"[81.01602826710365, 84.66893691110201, 94.80591970503892]","[37.842021712412944, 48.3824764440803, 94.85579680458828]"
1,20,hake,488.7860694491124,88.23264701911646,27989.0,"[97.75818258604913, 98.63686914901105, 100.47261913141409]","[63.284226085732385, 22.647321742802845, 102.47314704019145]"
1,20,haddock,388.0819570365893,73.824115301167,20769.0,"[98.99900676346782, 103.52248971290734, 110.82031878162985]","[29.983446057796908, 37.446719954594904, 110.90535874757603]"
1,20,whiting,439.3186809562077,91.26883367283708,25497.0,"[128.1977958460175, 129.4445300759123, 133.7600863165196]","[67.65712303957459, 17.4362066972371, 134.89830835035258]"
1,20,whiting,448.6002024188196,90.4267659490264,28329.5,"[82.939836833883, 92.25044263148759, 101.92053462940461]","[20.7176531852109, 56.90373199097379, 101.94355146675925]"
1,20,hake,400.59349285802944,59.81638571495272,17679.0,"[107.07438429110273, 111.13878411360106, 119.23430219658309]","[40.23075216330153, 29.232416241402262, 119.43915021078323]"
1,20,hake,474.5311269711859,77.82030583337487,25307.0,"[90.00699246367803, 94.78754564524901, 99.05088959676793]","[23.639499650376816, 33.641947012664126, 99.20010100225312]"
1,21,cod,427.19323162573033,75.64390259630977,22142.5,"[49.16389443335551, 53.18620536704369, 58.82843202483921]","[33.28596141051231, 52.17054779330228, 59.427456198713685]"
1,21,hake,472.9467798408653,71.06335201775947,23656.5,"[74.67213862289101, 78.96799734693032, 82.47945943705177]","[32.81179786925341, 32.0218878248974, 82.65622020478382]"
1,21,cod,376.4414264192244,72.24956747275377,18516.0,"[85.45685413470187, 90.76604412464948, 99.47246177450928]","[21.786836675308184, 48.856515528278926, 99.53864874874346]"
1,21,hake,504.39314794924303,92.22797840135064,29765.5,"[94.10068045187289, 95.60183655942393, 97.13754376692872]","[54.12869128625223, 31.98470634868204, 100.62641210279448]"
1,21,haddock,376.5925834267841,76.4198926981712,19616.0,"[101.50439912017596, 107.51854629074185, 114.19336132773445]","[23.918316336732655, 35.6131773645271, 114.51844631073786]"
1,21,whiting,450.3209454839971,88.63972021616495,25321.0,"[122.93873510113755, 125.92607834763365, 133.7938812749932]","[50.671273828473815, 25.362930465504522, 134.09189734829366]"
1,21,whiting,440.69857156396574,93.23089616645332,28669.0,"[96.03019062339, 104.30719560364074, 112.3311695002576]","[31.32656706165207, 54.96919113858836, 113.57276318049115]"
1,21,hake,398.9630459161033,64.35060217278468,17992.0,"[109.06067709753039, 113.61423976448782, 121.22346399171346]","[23.66357738646895, 30.98429918770103, 121.23180504824728]"
1,22,cod,430.73574164859554,84.02380615040002,24599.5,"[57.71013043130351, 63.342682243738494, 69.98311594782749]","[23.05405297271345, 56.729935184444265, 70.33376010242458]"
1,22,hake,478.56158926066746,77.4919350642375,25783.5,"[89.24290557269646, 94.7571325181884, 100.53772902144517]","[20.01085590218261, 36.7328305336533, 100.5552889193616]"
1,22,cod,386.4221515620456,69.58448102845921,17742.5,"[71.12900557056975, 77.73873476366444, 90.99492581766036]","[13.24438806464067, 61.52821135072528, 90.99680105895979]"
1,22,hake,500.7899599513952,88.88756943465155,28857.0,"[82.98050908099636, 87.44014720414353, 94.47531263842983]","[23.583875694278802, 35.78662214195659, 94.48379732170238]"
1,22,haddock,389.0742227644794,78.33900688673555,20021.0,"[108.7671695894974, 113.96624865288527, 117.7449789360243]","[35.59385715685314, 26.184775154305868, 118.6586166356422]"
1,22,whiting,443.4087798305181,89.08984229416954,24981.0,"[115.96371284793206, 122.08881113382607, 129.2233841799025]","[22.111534832520835, 29.862792891964144, 129.38936939770403]"
1,22,whiting,443.6385000439001,92.80086206496144,28977.0,"[100.28360544217686, 106.22312925170068, 114.55159863945578]","[42.87663265306122, 52.232789115646256, 116.16809523809523]"
1,22,hake,404.00501548554337,61.0,17911.5,"[108.37208033180528, 112.27750491159135, 118.69204322200393]","[34.4505566470203, 25.900676708142328, 118.80184457542022]"
